Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_3_length_694524_cov_12.894517	140479	141384	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.67	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_3_length_694524_cov_12.894517	168980	171034	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	685	685	100.00	99.85	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_4_length_401833_cov_14.709255	181004	181699	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_5_length_397788_cov_11.418668	42402	45566	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.62	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_5_length_397788_cov_11.418668	45566	46789	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_5_length_397788_cov_11.418668	47066	49351	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_5_length_397788_cov_11.418668	49366	49827	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_6_length_245928_cov_10.336211	55130	56173	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.43	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_9_length_162881_cov_11.290229	97905	100094	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.86	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_13_length_50277_cov_8.247019	43661	46024	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.24	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_1_length_1363287_cov_8.008606	1064755	1065798	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.43	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_2_length_573952_cov_8.256017	269898	270581	-	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_2_length_573952_cov_8.256017	287172	287702	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_4_length_481129_cov_8.810431	42374	45538	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.62	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_4_length_481129_cov_8.810431	45538	46761	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_4_length_481129_cov_8.810431	47038	49323	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_4_length_481129_cov_8.810431	49338	49799	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_5_length_451997_cov_9.844278	280865	282919	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	685	685	100.00	99.85	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_5_length_451997_cov_9.844278	310515	311420	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.67	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_5_length_451997_cov_9.844278	399990	403616	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.92	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_5_length_451997_cov_9.844278	403700	404812	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	85.98	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_6_length_401833_cov_11.495895	220135	220830	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC2674AA_AS	NA	SAL_YC2674AA_AS_NODE_9_length_162409_cov_8.795566	97433	99622	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.86	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_10_length_163705_cov_15.887106	42387	45551	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.91	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_10_length_163705_cov_15.887106	45551	46774	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTX	408	408	100.00	100.00	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_10_length_163705_cov_15.887106	47051	49336	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	EXACTX	762	762	100.00	100.00	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_10_length_163705_cov_15.887106	49351	49812	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_28_length_11527_cov_16.287719	5768	6970	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	401	401	100.00	100.00	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_29_length_10589_cov_15.600554	3618	4148	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_2_length_634722_cov_17.506082	510171	512225	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_2_length_634722_cov_17.506082	539822	540727	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	302	302	100.00	100.00	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_2_length_634722_cov_17.506082	629435	633058	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1208	1219	98.85	80.00	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_2_length_634722_cov_17.506082	633142	634254	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_30_length_7029_cov_14.387279	214	2577	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.49	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_36_length_4638_cov_17.303702	138	971	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_36_length_4638_cov_17.303702	974	1774	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_36_length_4638_cov_17.303702	1838	2650	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043265.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_3_length_377101_cov_20.286317	191139	191834	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_43_length_2829_cov_152.689859	1350	1991	+	qnrB19	quinolone resistance pentapeptide repeat protein QnrB19	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_012954666.1	quinolone resistance pentapeptide repeat protein QnrB19	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_45_length_2168_cov_17.058795	649	1506	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_46_length_2116_cov_14.943690	3	398	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	77730	79121	-	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	464	466	99.57	96.55	464	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	79121	79798	-	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	BLASTX	226	226	100.00	99.56	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	79856	80782	-	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	98.71	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	80790	81167	-	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	BLASTX	126	126	100.00	99.21	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	82106	83920	-	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.00	99.01	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	85896	88361	-	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	95.14	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	88997	92140	-	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	97.14	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	92154	93443	-	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	96.74	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	93559	93909	-	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	97.44	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	93940	95322	-	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.00	98.05	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	95512	96189	+	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.00	97.35	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	96185	97654	+	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	490	491	99.80	97.55	490	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	97911	98339	+	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.00	90.91	143	AAD11743.1	silver-binding protein SilE	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	127717	128139	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	BLASTX	141	141	100.00	97.87	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	128155	129441	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	429	429	100.00	98.37	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	129492	131240	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	583	583	100.00	95.88	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	131261	131620	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	92.50	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_4_length_319680_cov_19.739229	131671	132021	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	117	117	100.00	94.87	117	AAB09624.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_63_length_515_cov_14.260309	122	514	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	131	228	57.46	100.00	131	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_7_length_270591_cov_13.955669	162365	163408	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_YC2677AA_AS	NA	SAL_YC2677AA_AS_NODE_9_length_177737_cov_15.191628	85215	87404	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	730	730	100.00	100.00	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_2_length_528057_cov_16.307402	76040	77152	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.79	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_2_length_528057_cov_16.307402	77236	80862	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	80.10	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_2_length_528057_cov_16.307402	169609	170514	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.34	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_2_length_528057_cov_16.307402	198120	200174	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_3_length_445772_cov_19.479128	273183	273878	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_4_length_445662_cov_14.392420	139186	141375	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.32	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_5_length_407568_cov_14.990676	71205	74369	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.72	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_5_length_407568_cov_14.990676	74369	75592	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	99.51	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_5_length_407568_cov_14.990676	75869	78154	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_5_length_407568_cov_14.990676	78169	78630	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC2690AA_AS	NA	SAL_YC2690AA_AS_NODE_6_length_368390_cov_16.862063	340027	340446	-	fosA7.2	fosfomycin resistance glutathione transferase FosA7.2	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	140	140	100.00	100.00	140	WP_000941935.1	fosfomycin resistance glutathione transferase FosA7.2	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2688AA_AS	NA	SAL_YC2688AA_AS_NODE_16_length_22232_cov_16.199864	5926	6456	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
